"";"CTR1_24h";"CTR2_24h";"CTR3_24h";"CTR4_24h";"EV1_24h";"EV2_24h";"EV3_24h";"EV4_24h"
"ENSG00000260605";0;0;0;0;0;0;0;0
"ENSG00000260620";0;0;0;0;0;0;0;0
"ENSG00000287718";0;0;0;0;0;0;0;0
"ENSG00000261282|SOD1P2";0;0;0;0;0;0;0;0
"ENSG00000223168|RN7SKP142";0;0;0;0;0;0;0;0
"ENSG00000260057|LINC01571";0;0;0;0;0;4;0;0
"ENSG00000261190|LINC02911";0;0;0;0;0;0;0;0
"ENSG00000261470";0;0;0;0;0;0;0;0
"ENSG00000279779";0;0;0;0;0;0;0;0
"ENSG00000260268|LINC00919";0;0;0;0;0;0;0;0
"ENSG00000261749|LINC02180";0;0;0;0;0;0;0;0
"ENSG00000260975";0;0;0;0;0;0;0;0
"ENSG00000260478";0;0;0;0;0;0;0;0
"ENSG00000260887|CASC22";0;0;0;0;0;0;0;0
"ENSG00000289907";0;0;0;0;0;0;0;0
"ENSG00000103460|TOX3";0;0;0;0;0;0;0;0
"ENSG00000279427";0;0;0;0;0;0;0;0
"ENSG00000260326|PHB1P21";0;0;0;0;0;0;0;0
"ENSG00000260258";0;0;0;0;0;0;0;0
"ENSG00000293233";0;0;0;0;0;0;0;0
"ENSG00000260939|MTCH2P4";0;0;3;2;0;0;7;10
"ENSG00000202193|RNA5SP427";0;0;0;0;0;0;0;0
"ENSG00000259962";0;0;0;0;0;0;0;0
"ENSG00000260078|MPHOSPH10P1";0;0;0;0;0;0;0;0
"ENSG00000291103|MPHOSPH10P1";0;0;0;0;0;0;0;0
"ENSG00000261804";0;0;0;0;0;0;0;0
"ENSG00000262714";0;0;0;0;0;0;0;0
"ENSG00000279741";0;0;0;0;0;0;0;0
"ENSG00000280027";0;0;0;0;0;0;0;0
"ENSG00000288801";0;0;0;0;0;0;0;0
"ENSG00000287909";0;0;0;0;0;0;0;0
"ENSG00000259759";0;0;0;0;0;0;0;0
"ENSG00000259517|LINC02169";0;0;0;0;0;0;0;0
"ENSG00000277559";0;0;0;0;0;0;0;0
"ENSG00000261803|LINC02140";0;0;0;0;0;0;0;0
"ENSG00000287885";0;0;0;0;0;0;0;0
"ENSG00000286845";0;0;0;0;0;0;0;0
"ENSG00000283304|LINC02183";0;0;0;0;0;0;0;0
"ENSG00000283258";0;0;0;0;0;0;0;0
"ENSG00000259711";0;0;0;0;0;0;0;0
"ENSG00000259725";0;0;0;0;0;0;0;0
"ENSG00000260147|MTND5P34";0;0;0;0;0;0;0;0
"ENSG00000285775";0;0;0;0;0;0;0;0
"ENSG00000259283";0;0;0;0;0;0;0;0
"ENSG00000239555|RN7SL841P";0;0;0;0;0;0;0;0
"ENSG00000283423";0;0;0;0;0;0;0;0
"ENSG00000159387|IRX6";0;0;0;0;0;0;0;0
"ENSG00000263207";0;0;0;0;0;0;0;0
"ENSG00000240760|RPL31P56";0;0;0;0;0;0;0;0
"ENSG00000159398|CES5A";0;0;0;0;0;0;0;0
"ENSG00000246379|GNAO1-DT";0;0;0;0;0;0;0;0
"ENSG00000279523";0;0;0;0;0;0;0;0
"ENSG00000260041";0;0;0;0;0;0;0;0
"ENSG00000087250|MT3";8;0;8;0;0;0;0;0
"ENSG00000290662|MT1JP";0;1;0;0;0;0;0;0
"ENSG00000255986|MT1JP";0;0;0;0;0;0;0;0
"ENSG00000207649|MIR138-2";0;0;0;0;0;0;0;0
"ENSG00000070915|SLC12A3";0;0;0;0;0;0;0;0
"ENSG00000283471|MIR6863";0;0;0;0;0;0;0;0
"ENSG00000243988|RPS24P17";0;0;0;0;0;0;0;0
"ENSG00000087237|CETP";0;0;0;0;0;0;0;0
"ENSG00000260965|RPL23AP91";0;0;0;0;0;0;0;0
"ENSG00000271456";0;0;0;0;0;0;0;0
"ENSG00000102962|CCL22";0;0;0;0;0;0;0;0
"ENSG00000006210|CX3CL1";0;0;0;0;0;0;0;0
"ENSG00000102970|CCL17";0;0;0;0;0;0;0;0
"ENSG00000159618|ADGRG5";0;0;0;0;0;0;0;0
"ENSG00000260828|HMGB3P32";0;0;0;0;0;0;0;0
"ENSG00000182885|ADGRG3";0;0;0;0;0;0;0;0
"ENSG00000260467";0;0;0;0;0;0;0;0
"ENSG00000159625|DRC7";0;0;0;0;0;0;0;0
"ENSG00000260438|MTCH2P3";0;0;0;0;0;0;0;0
"ENSG00000207173|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000261151|TIPINP2";0;0;0;0;0;0;0;0
"ENSG00000260186|LINC02137";0;0;0;0;0;0;0;0
"ENSG00000279889";0;3;0;3;0;0;2;0
"ENSG00000200062|RNU4-58P";0;0;0;0;0;0;0;0
"ENSG00000270222|DUXAP11";0;0;0;0;0;0;0;0
"ENSG00000293012";0;0;0;0;0;0;0;0
"ENSG00000260240|APOOP5";0;0;0;0;0;0;0;0
"ENSG00000261807|LINC02141";0;4;0;10;0;0;0;0
"ENSG00000261278";0;0;0;0;0;0;0;0
"ENSG00000261436";1;0;0;0;0;0;0;0
"ENSG00000261590";0;0;0;0;0;0;0;0
"ENSG00000278499|NPAP1L";0;0;0;0;0;0;0;0
"ENSG00000261310";0;0;0;0;0;0;0;0
"ENSG00000259844|GNPATP";0;0;0;0;0;0;0;0
"ENSG00000261178";0;0;0;0;0;0;0;0
"ENSG00000286653";0;0;0;0;0;0;0;0
"ENSG00000150394|CDH8";0;0;0;0;0;11;0;0
"ENSG00000260600";0;0;0;0;0;0;0;0
"ENSG00000201289|RN7SKP76";0;0;0;0;0;0;0;0
"ENSG00000260115|CDH8-AS1";0;0;0;0;0;0;0;0
"ENSG00000207441|RNU6-21P";0;0;0;0;0;0;0;0
"ENSG00000280261";0;0;0;0;0;0;0;0
"ENSG00000237901";0;0;0;0;0;0;0;0
"ENSG00000231589";0;0;0;0;0;0;0;0
"ENSG00000260332|DPPA3P11";0;0;0;0;0;0;0;0
"ENSG00000261199|UBE2FP2";0;0;0;0;0;0;2;0
"ENSG00000260658";0;0;0;0;0;0;0;0
"ENSG00000241808|RPS15AP34";0;0;0;0;0;0;0;0
"ENSG00000261743";0;0;0;0;0;0;0;0
"ENSG00000279225";0;0;0;0;0;0;0;0
"ENSG00000259864";0;0;0;0;0;0;0;0
"ENSG00000261014|LINC02165";0;0;0;0;0;0;0;0
"ENSG00000261653";0;0;0;0;0;0;0;0
"ENSG00000260715";0;0;0;0;0;0;0;0
"ENSG00000261028";0;0;0;0;0;0;0;0
"ENSG00000260668";0;0;0;0;0;0;0;0
"ENSG00000259846";0;0;0;0;0;0;0;0
"ENSG00000293015";0;0;0;0;0;0;0;0
"ENSG00000260187|PPIAP48";0;0;0;0;0;0;0;0
"ENSG00000260068";0;0;0;0;0;0;0;0
"ENSG00000259847|LINC02126";0;0;0;0;0;0;0;0
"ENSG00000260834";0;0;0;0;0;0;0;0
"ENSG00000260364";0;0;0;0;0;0;0;0
"ENSG00000261742|LINC00922";0;0;0;0;0;0;0;0
"ENSG00000261818";0;0;0;0;0;0;0;0
"ENSG00000260004";0;0;0;0;0;0;0;0
"ENSG00000260695";0;0;0;0;0;0;0;0
"ENSG00000261234";0;0;0;0;0;0;0;0
"ENSG00000201999|RNA5SP428";0;0;0;0;0;0;0;0
"ENSG00000286928";0;0;0;0;0;0;0;0
"ENSG00000179776|CDH5";0;0;0;0;0;0;0;4
"ENSG00000140932|CMTM2";4;0;0;0;4;0;0;0
"ENSG00000260650";0;0;0;0;0;0;0;0
"ENSG00000166589|CDH16";0;0;0;0;0;0;0;0
"ENSG00000265918|RN7SL543P";0;0;0;0;0;0;0;0
"ENSG00000141096|DPEP3";0;0;0;0;0;0;0;0
"ENSG00000289991";0;0;0;0;0;0;0;0
"ENSG00000199263|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000241334|RPL35AP33";0;0;0;0;0;0;0;0
"ENSG00000275383";0;3;0;10;0;0;0;0
"ENSG00000252040";0;0;0;0;0;0;0;0
"ENSG00000252640";0;0;0;0;0;0;0;0
"ENSG00000062038|CDH3";0;0;0;0;0;0;0;6
"ENSG00000260577|CDH3-AS1";0;0;0;0;0;0;0;0
"ENSG00000260860";0;0;0;0;0;0;0;0
"ENSG00000261395|HSPE1P5";0;0;0;0;0;0;0;0
"ENSG00000277003";0;0;0;0;0;0;0;0
"ENSG00000241183";0;0;0;0;0;0;0;0
"ENSG00000261145";0;0;0;0;0;0;0;0
"ENSG00000240043|RPS27P26";0;0;0;0;0;0;0;0
"ENSG00000200153|RNU6-23P";0;0;0;0;0;0;0;0
"ENSG00000262008";0;0;0;0;0;0;0;0
"ENSG00000263311";0;3;0;0;0;0;0;0
"ENSG00000263232|ATP5F1AP3";0;0;0;0;0;0;0;0
"ENSG00000261673";0;0;0;0;0;0;0;0
"ENSG00000284670|RPSAP56";0;0;0;0;0;0;0;0
"ENSG00000276822";0;0;0;2;0;0;0;0
"ENSG00000261170";0;0;0;0;0;0;0;0
"ENSG00000270945|HSPE1P7";0;0;0;0;0;0;0;0
"ENSG00000262904|TMPOP2";38;7;5;4;0;0;3;6
"ENSG00000103089|FA2H";0;0;0;0;0;0;0;0
"ENSG00000261458";0;0;0;0;0;0;0;0
"ENSG00000261058";0;0;0;0;0;0;0;0
"ENSG00000213318";0;0;0;0;0;0;0;0
"ENSG00000168928|CTRB2";0;0;0;0;0;0;0;0
"ENSG00000252101|RNU6-758P";0;0;0;0;0;0;0;0
"ENSG00000273971";0;0;0;0;0;0;0;0
"ENSG00000261313";0;0;0;0;0;0;0;0
"ENSG00000199299|RNA5SP430";0;0;0;0;0;0;0;0
"ENSG00000260223";0;0;0;0;0;0;0;0
"ENSG00000260983";0;0;0;0;0;0;0;0
"ENSG00000244485|RPL18P13";0;0;0;0;0;0;0;0
"ENSG00000279856";0;0;0;0;0;0;0;0
"ENSG00000261154|LINC02131";0;0;0;0;0;0;0;0
"ENSG00000278862";0;0;0;0;0;0;0;0
"ENSG00000285538";0;0;0;0;0;0;0;0
"ENSG00000261540";0;0;0;0;0;0;0;0
"ENSG00000166509|CLEC3A";0;0;0;0;0;0;0;0
"ENSG00000260731|KRT8P22";0;0;0;0;0;0;0;0
"ENSG00000261776";0;0;0;0;0;0;0;0
"ENSG00000261722";0;0;0;0;0;0;0;0
"ENSG00000222244|RNA5SP431";0;0;0;0;0;0;0;0
"ENSG00000261472";0;0;0;0;0;0;0;0
"ENSG00000277214";0;0;2;0;7;1;1;0
"ENSG00000275040";0;0;0;0;0;0;0;0
"ENSG00000260237";0;0;0;0;0;0;0;0
"ENSG00000135697|BCO1";0;0;0;0;0;0;0;0
"ENSG00000280182";0;0;0;0;0;0;0;0
"ENSG00000251888|RN7SKP190";0;0;0;0;0;0;0;0
"ENSG00000259873";0;0;0;0;0;0;0;0
"ENSG00000261285";0;0;0;0;0;0;0;0
"ENSG00000166558|SLC38A8";0;0;0;0;0;0;0;0
"ENSG00000199350|RNA5SP432";0;0;0;0;0;0;0;0
"ENSG00000285792";0;0;0;0;0;0;0;0
"ENSG00000140955|ADAD2";0;0;0;0;3;0;0;0
"ENSG00000250685";0;0;0;0;0;0;0;0
"ENSG00000168418|KCNG4";0;0;0;0;0;0;0;0
"ENSG00000260858";0;0;0;0;0;0;0;0
"ENSG00000201361|RNA5SP433";0;0;0;0;0;0;0;0
"ENSG00000260504";0;0;0;0;0;0;0;0
"ENSG00000260340|LINC02176";0;0;0;0;0;0;0;0
"ENSG00000153789|CIBAR2";0;0;0;0;0;0;0;0
"ENSG00000260387";0;0;0;0;0;0;0;0
"ENSG00000274478";3;0;0;0;0;0;0;0
"ENSG00000232190|LINC02181";0;0;0;0;0;0;0;0
"ENSG00000289336";0;0;0;0;0;0;0;0
"ENSG00000261363";0;0;0;0;0;0;0;0
"ENSG00000260750";0;0;0;0;0;0;0;0
"ENSG00000174990|CA5A";0;7;0;5;0;0;4;0
"ENSG00000270385";0;0;0;0;0;0;0;0
"ENSG00000260443";0;0;0;0;0;0;0;0
"ENSG00000261273";0;0;0;0;0;0;0;0
"ENSG00000124391|IL17C";0;6;0;0;0;0;0;0
"ENSG00000205022|PABPN1L";0;0;0;0;0;0;0;0
"ENSG00000129993|CBFA2T3";0;0;0;0;0;0;0;0
"ENSG00000259881";0;0;0;0;0;0;0;0
"ENSG00000261226";0;0;0;0;0;0;0;0
"ENSG00000205018";0;0;0;0;0;0;0;0
"ENSG00000259989";0;0;0;0;0;0;0;0
"ENSG00000256982";0;0;0;0;0;0;0;0
"ENSG00000205015|LINC02138";0;0;0;0;0;0;0;0
"ENSG00000015413|DPEP1";0;0;0;0;0;0;0;7
"ENSG00000126856|PRDM7";0;0;0;0;0;0;0;0
"ENSG00000290739";0;0;0;0;0;0;0;0
"ENSG00000261812|TUBB8P7";0;0;0;0;0;0;0;0
"ENSG00000268320|SCGB1C2";0;0;0;0;0;0;0;0
"ENSG00000273172|LINC02091";0;0;0;0;0;0;0;0
"ENSG00000262213";0;0;0;0;0;0;0;0
"ENSG00000205899|BHLHA9";0;0;0;0;0;0;0;0
"ENSG00000184811|TRARG1";0;0;0;0;0;0;0;0
"ENSG00000167711|SERPINF2";0;0;0;0;8;0;0;0
"ENSG00000267200|MIR132";0;0;0;0;0;0;0;0
"ENSG00000267195|MIR212";0;0;0;0;0;2;0;0
"ENSG00000243049|RN7SL33P";0;0;0;0;0;0;0;0
"ENSG00000262953|EIF4A1P9";0;0;0;0;0;0;0;3
"ENSG00000277200|CCDC92B";0;0;0;0;0;0;0;0
"ENSG00000221200|MIR1253";0;0;0;0;0;0;0;0
"ENSG00000272920|hsa-mir-1253";0;0;0;0;0;0;0;0
"ENSG00000262628|OR1D5";0;0;0;0;0;0;0;0
"ENSG00000184166|OR1D2";0;0;0;0;0;0;0;0
"ENSG00000142163|OR1E3";0;0;0;0;0;0;0;0
"ENSG00000183024|OR1G1";0;0;0;0;0;0;0;0
"ENSG00000261848";0;0;0;0;0;0;0;0
"ENSG00000262085|OR1P1";0;0;0;0;0;0;0;0
"ENSG00000172150|OR1A2";0;0;0;0;0;0;0;0
"ENSG00000172146|OR1A1";0;0;0;0;0;0;0;0
"ENSG00000290747";0;0;0;0;0;0;0;0
"ENSG00000255095|OR1D4";0;0;0;0;0;0;0;0
"ENSG00000262106|OR1D3P";0;0;0;0;0;0;0;0
"ENSG00000221882|OR3A2";0;0;0;0;1;4;0;4
"ENSG00000180090|OR3A1";0;0;0;4;12;0;3;0
"ENSG00000290820";0;0;0;0;0;0;0;0
"ENSG00000180068|OR3A4P";0;0;0;0;0;0;0;0
"ENSG00000285760";0;0;0;0;0;0;0;0
"ENSG00000267129|OR1AC1P";0;0;0;0;0;0;0;0
"ENSG00000180042|OR1R1P";0;0;0;0;0;0;0;0
"ENSG00000180016|OR1E1";0;0;0;0;0;0;0;0
"ENSG00000159961|OR3A3";0;0;0;0;0;0;0;0
"ENSG00000127780|OR1E2";0;0;0;0;0;0;0;0
"ENSG00000108405|P2RX1";0;0;4;0;0;0;0;0
"ENSG00000263312|LINC01975";0;0;0;0;0;0;0;0
"ENSG00000182557|SPNS3";0;0;0;0;0;0;0;0
"ENSG00000262823";0;0;0;0;0;0;0;0
"ENSG00000167741|GGT6";0;0;0;0;0;0;0;0
"ENSG00000262921";0;0;0;0;0;0;0;0
"ENSG00000262519|TXNP4";0;0;1;0;0;0;0;1
"ENSG00000188176|SMTNL2";0;0;0;0;0;7;0;0
"ENSG00000261863|LINC01996";0;0;0;0;0;0;0;0
"ENSG00000222429|RNU6-955P";0;0;0;0;0;0;0;0
"ENSG00000161905|ALOX15";0;0;0;0;0;0;0;0
"ENSG00000142484|TM4SF5";0;0;0;0;0;0;0;0
"ENSG00000182853|VMO1";0;9;3;0;5;17;4;0
"ENSG00000280254";0;2;0;0;0;0;0;0
"ENSG00000182327|GLTPD2";0;0;0;0;0;0;0;0
"ENSG00000262099|DHX33-DT";0;0;0;0;0;0;0;0
"ENSG00000286356";0;0;0;0;0;0;0;0
"ENSG00000262961";0;0;0;0;0;0;0;0
"ENSG00000262231";0;0;0;0;0;0;0;0
"ENSG00000206618|RNU6-1264P";0;0;0;0;0;0;0;0
"ENSG00000262609|BTF3P14";0;0;0;0;0;0;0;0
"ENSG00000285593";0;0;0;0;0;0;0;0
"ENSG00000129221|AIPL1";0;0;0;0;0;0;0;0
"ENSG00000262818";0;0;0;0;0;0;0;0
"ENSG00000262990";0;0;0;0;0;0;0;0
"ENSG00000244283|RPL23AP73";0;0;0;0;0;0;0;0
"ENSG00000262067";0;0;0;0;0;0;0;0
"ENSG00000132514|CLEC10A";0;0;0;0;0;0;0;0
"ENSG00000161944|ASGR2";0;0;0;0;0;2;0;0
"ENSG00000289977";0;0;0;0;0;0;0;0
"ENSG00000213876|RPL7AP64";0;0;0;0;0;0;0;0
"ENSG00000202251|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000006047|YBX2";0;6;0;0;0;0;6;3
"ENSG00000224647";0;0;0;0;0;0;0;0
"ENSG00000201489|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000129244|ATP1B2";0;0;0;0;0;0;0;0
"ENSG00000262492";0;2;0;3;0;0;0;0
"ENSG00000132518|GUCY2D";0;0;0;0;0;0;0;0
"ENSG00000279174";0;0;0;0;0;0;0;0
"ENSG00000179593|ALOX15B";0;0;0;0;0;0;0;0
"ENSG00000263427";0;0;0;0;0;0;0;0
"ENSG00000275011|ALOXE3P1";0;0;0;0;0;0;0;0
"ENSG00000179477|ALOX12B";0;0;0;0;0;0;0;0
"ENSG00000214999";0;0;0;0;0;0;0;0
"ENSG00000264005|MIR4314";0;0;0;0;0;0;0;0
"ENSG00000179148|ALOXE3";0;0;0;0;0;0;0;0
"ENSG00000288993";0;0;0;0;0;0;0;0
"ENSG00000271002";0;4;1;0;4;1;0;2
"ENSG00000271029";0;0;0;0;0;0;0;0
"ENSG00000198844|ARHGEF15";0;0;0;0;0;0;0;0
"ENSG00000226871";0;0;0;0;0;0;0;0
"ENSG00000266279";0;0;0;0;0;0;0;0
"ENSG00000184650|ODF4";0;0;0;0;0;0;0;0
"ENSG00000189051|RNF222";0;2;0;0;0;0;0;0
"ENSG00000161973|CCDC42";0;0;0;0;0;0;0;0
"ENSG00000183318|SPDYE4";0;0;0;0;0;0;0;0
"ENSG00000276231|PIK3R6";12;0;0;0;0;0;0;0
"ENSG00000141506|PIK3R5";0;0;0;0;0;0;0;0
"ENSG00000266389|PIK3R5-DT";0;0;0;0;0;0;0;0
"ENSG00000265975";0;0;0;0;0;0;0;0
"ENSG00000282882";0;0;0;0;0;0;0;0
"ENSG00000184544|DHRS7C";0;0;0;0;0;0;0;0
"ENSG00000278944";0;0;0;0;0;0;0;0
"ENSG00000214978|GSG1L2";0;0;0;0;0;0;0;0
"ENSG00000283025";0;0;0;0;0;0;0;0
"ENSG00000242692|RPS27AP1";0;0;0;0;0;0;0;0
"ENSG00000273388";0;0;0;0;0;0;0;0
"ENSG00000006788|MYH13";0;0;0;0;0;0;0;0
"ENSG00000264067";0;0;0;0;0;0;0;0
"ENSG00000272736";0;0;0;0;0;0;0;0
"ENSG00000272975|MYHAS";0;0;0;0;0;0;0;0
"ENSG00000133020|MYH8";0;0;0;0;0;0;0;0
"ENSG00000264424|MYH4";0;0;0;0;0;0;0;0
"ENSG00000109061|MYH1";0;0;0;0;0;0;0;0
"ENSG00000125414|MYH2";0;0;0;0;0;0;0;0
"ENSG00000214970";0;0;0;0;0;0;0;0
"ENSG00000261433";2;0;0;15;0;0;0;0
"ENSG00000243346|RN7SL601P";0;0;0;0;0;0;0;0
"ENSG00000285541";0;0;0;0;0;0;0;0
"ENSG00000188803|SHISA6";0;0;0;0;0;0;0;0
"ENSG00000264727";0;0;0;0;0;0;0;0
"ENSG00000265400";0;0;0;0;0;0;0;0
"ENSG00000286617";0;0;0;0;0;0;11;3
"ENSG00000273098";0;0;0;0;0;0;0;0
"ENSG00000234634|LINC02093";0;0;0;0;0;0;0;0
"ENSG00000223510|CDRT15";0;0;0;0;0;0;0;0
"ENSG00000262786";0;0;0;0;0;0;0;7
"ENSG00000230647";0;0;0;3;0;0;0;0
"ENSG00000230897|RPS18P12";3;2;0;0;3;0;0;0
"ENSG00000226130";0;0;0;0;0;0;0;0
"ENSG00000205325";0;0;0;0;4;0;0;0
"ENSG00000238212|LINC02096";0;0;0;0;0;0;0;0
"ENSG00000226156|RPL23AP76";0;0;0;0;0;0;0;0
"ENSG00000232058";0;0;0;0;0;0;0;0
"ENSG00000259944|CDRT7";0;0;0;0;0;0;0;0
"ENSG00000287307";0;0;0;0;0;0;0;0
"ENSG00000265163|CDRT8";0;0;0;0;0;0;0;0
"ENSG00000279567";0;0;0;0;0;0;0;0
"ENSG00000266667";0;0;0;0;0;0;0;0
"ENSG00000239888|RN7SL792P";0;0;0;0;0;0;0;0
"ENSG00000233193";0;0;0;0;0;0;0;0
"ENSG00000227255|CDRT15P2";0;0;0;0;0;0;0;0
"ENSG00000235430|ZSWIM5P1";0;0;0;0;0;0;0;0
"ENSG00000251829|RNA5SP436";0;0;0;0;0;0;0;0
"ENSG00000227018|IL6STP1";6;4;0;7;0;3;0;3
"ENSG00000233090";4;3;3;1;1;7;0;2
"ENSG00000237057|LINC02087";0;0;0;0;0;0;0;0
"ENSG00000227790|SPECC1P1";0;0;0;0;0;0;0;0
"ENSG00000290377";0;0;0;0;0;0;0;0
"ENSG00000265095|FTLP12";0;0;0;0;0;0;0;0
"ENSG00000286743";0;0;0;0;0;0;0;0
"ENSG00000264765";0;0;0;0;0;0;0;0
"ENSG00000264359|NEK4P2";0;0;0;0;0;0;0;0
"ENSG00000231458|RNASEH1P2";0;0;0;2;0;0;0;0
"ENSG00000290977";0;0;0;0;0;0;0;0
"ENSG00000226145|KRT16P6";0;0;0;0;0;0;0;0
"ENSG00000227300|KRT16P2";0;0;0;0;0;0;0;0
"ENSG00000290978";0;0;0;0;0;0;0;0
"ENSG00000131885|KRT17P1";0;0;0;0;0;0;0;0
"ENSG00000290979";0;0;0;0;0;0;0;0
"ENSG00000291277";0;0;0;0;0;0;0;0
"ENSG00000290980";0;0;0;0;0;0;0;0
"ENSG00000205312|KRT17P4";0;0;0;0;0;0;0;0
"ENSG00000229749|COTL1P1";0;0;0;0;0;0;0;0
"ENSG00000283033";0;0;0;0;0;0;0;0
"ENSG00000265853";0;0;0;0;0;0;0;0
"ENSG00000290698";0;0;0;0;0;0;0;0
"ENSG00000128438|TBC1D27P";0;0;0;0;0;0;0;0
"ENSG00000240505|TNFRSF13B";0;3;0;0;0;0;0;0
"ENSG00000230709";0;0;0;0;0;0;0;0
"ENSG00000230969|LINC02090";0;0;0;0;0;0;0;0
"ENSG00000260328";0;0;0;0;0;0;0;0
"ENSG00000290056";0;0;0;0;0;0;0;0
"ENSG00000230865|TSEN15P1";0;0;0;0;0;0;0;0
"ENSG00000201741|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000214860|EVPLL";0;0;0;0;0;0;0;0
"ENSG00000264177";0;0;0;0;0;0;0;0
"ENSG00000267441";0;0;0;0;0;0;0;0
"ENSG00000275206";0;0;0;0;0;0;0;0
"ENSG00000204471|TBC1D3P4";0;0;0;0;0;0;0;0
"ENSG00000290655";0;0;0;0;0;0;0;0
"ENSG00000266162|YWHAEP2";0;0;0;0;0;0;0;0
"ENSG00000205266|KRT17P5";0;0;0;0;0;0;0;0
"ENSG00000290656";0;0;0;0;0;0;0;0
"ENSG00000186831|KRT17P2";0;0;0;0;0;0;0;0
"ENSG00000290657";0;0;0;0;0;0;0;0
"ENSG00000214856|KRT16P1";0;0;0;0;0;0;0;0
"ENSG00000290658";0;0;0;0;0;0;0;0
"ENSG00000167494|NOS2P2";0;0;0;0;0;0;0;0
"ENSG00000212618";0;0;0;0;0;0;0;0
"ENSG00000236022";0;0;0;0;0;0;0;0
"ENSG00000263206|KYNUP3";0;0;0;0;0;0;0;0
"ENSG00000287196";0;0;0;0;0;0;0;0
"ENSG00000266179";0;0;0;0;0;0;0;0
"ENSG00000271900";0;0;0;0;0;0;0;0
"ENSG00000227225|MTND1P14";0;0;0;0;0;0;0;0
"ENSG00000242752|NMTRQ-TTG12-1";0;0;0;0;0;0;0;0
"ENSG00000228725|MTND2P12";0;0;0;0;0;0;0;0
"ENSG00000224254|MTCO1P39";0;0;0;0;0;0;0;0
"ENSG00000231625|SLC47A1P2";0;0;0;0;0;0;0;0
"ENSG00000290544";0;0;0;0;0;0;0;0
"ENSG00000262681";0;0;0;0;0;0;0;0
"ENSG00000230607";0;0;0;0;0;0;0;0
"ENSG00000170298|LGALS9B";0;0;0;0;0;0;0;0
"ENSG00000263976|YWHAEP3";0;0;0;0;0;0;0;0
"ENSG00000230088|KRT16P5";0;0;0;0;0;0;0;0
"ENSG00000291196|KRT16P3";0;0;0;0;0;0;0;0
"ENSG00000214822|KRT16P3";0;0;0;0;0;0;0;0
"ENSG00000266925";0;0;0;0;0;0;0;0
"ENSG00000231645|KRT17P6";0;0;0;0;0;0;0;0
"ENSG00000291197";0;0;0;0;0;0;0;0
"ENSG00000291198";0;0;0;0;0;0;0;0
"ENSG00000205215|KRT17P7";0;0;0;0;0;0;0;0
"ENSG00000266042";0;0;0;0;0;0;0;0
"ENSG00000260907";2;0;0;0;0;7;0;0
"ENSG00000265916";2;0;1;0;2;0;1;1
"ENSG00000235203|TBC1D3P3";0;0;0;0;0;0;0;0
"ENSG00000267075";0;0;0;0;0;0;0;0
"ENSG00000230339";0;0;0;0;0;0;0;0
"ENSG00000263946";0;0;0;0;0;0;0;0
"ENSG00000293327";0;0;0;0;0;0;0;0
"ENSG00000235323|COTL1P2";0;0;0;0;0;0;0;0
"ENSG00000264422";0;0;0;0;0;0;0;0
"ENSG00000214819|CDRT15L2";0;0;0;0;0;0;0;0
"ENSG00000232889";0;0;0;1;1;0;0;1
"ENSG00000226096";0;0;0;0;0;0;0;0
"ENSG00000235546";0;0;0;0;0;0;0;0
"ENSG00000227685|LINC02088";0;0;0;0;0;0;0;0
"ENSG00000266364";0;0;0;0;0;0;0;0
"ENSG00000236504";0;0;0;0;0;0;0;0
"ENSG00000264874";0;0;0;0;0;0;0;0
"ENSG00000290430";0;0;0;0;0;0;0;0
"ENSG00000226521";0;0;0;0;0;0;0;0
"ENSG00000187870|RNFT1P3";0;0;0;0;0;0;0;0
"ENSG00000218454|HNRNPA1P19";0;0;0;0;0;0;0;0
"ENSG00000213671|OLA1P2";0;0;0;0;0;0;0;0
"ENSG00000226549|SCDP1";0;0;0;0;0;0;0;0
"ENSG00000264215";0;0;0;0;0;0;0;0
"ENSG00000264662";0;0;0;0;0;0;0;0
"ENSG00000236819|LINC01563";0;0;0;0;0;0;0;0
"ENSG00000266563|EIF1P5";0;0;0;0;0;0;0;0
"ENSG00000289453";10;19;0;0;2;6;5;12
"ENSG00000263375";0;0;0;0;0;0;0;0
"ENSG00000291022";0;0;0;0;0;0;0;0
"ENSG00000260157";0;0;0;0;0;0;0;0
"ENSG00000264617";0;0;0;0;0;0;0;0
"ENSG00000274748";0;0;0;0;0;0;0;0
"ENSG00000283566";0;0;0;0;0;0;0;0
"ENSG00000265233";0;0;0;0;0;0;0;0
"ENSG00000265019|NCOR1P2";0;0;0;0;0;0;0;0
"ENSG00000290919|UBBP4";0;0;0;0;0;0;0;0
"ENSG00000263563|UBBP4";2;3;0;0;0;3;0;2
"ENSG00000263725|FTLP13";0;0;0;0;0;0;0;0
"ENSG00000263609|LINC02002";0;0;0;0;0;0;0;0
"ENSG00000264956";0;0;0;0;0;0;0;0
"ENSG00000266691";0;0;0;0;0;0;0;0
"ENSG00000178130|FAM27E5";0;0;0;0;0;0;0;0
"ENSG00000266806";0;0;0;0;0;0;0;0
